1	13 
2	69 
3	74 
4	21 
5	42 
6	13 
7	11 
8	14 
9	28 
10	14 
11	91 
12	47 
13	76 
14	66 
15	20 
16	44 
17	32 
18	23 
19	4 
20	1 
21	69 
22	14 
23	76 
24	23 
25	3 
26	23 
27	75 
28	18 
29	5 
30	60 
31	58 
32	39 
33	75 
34	75 
35	53 
36	32 
37	36 
38	91 
39	43 
40	26 
41	56 
42	15 
43	18 
44	74 
45	22 
46	6 
47	73 
48	76 
49	37 
50	18 
51	14 
52	58 
53	25 
54	28 
55	69 
56	31 
57	76 
58	88 
59	74 
60	2 
61	3 
62	96 
63	46 
64	43 
65	93 
66	92 
67	13 
68	19 
69	49 
70	95 
71	85 
72	6 
73	13 
74	16 
75	65 
76	19 
77	65 
78	94 
79	21 
80	6 
81	12 
82	2 
83	91 
84	21 
85	74 
86	18 
87	52 
88	88 
89	44 
90	21 
91	34 
92	6 
93	18 
94	3 
95	85 
96	4 
97	6 
98	6 
99	82 
100	58 
101	32 
102	81 
103	75 
104	29 
105	14 
106	48 
107	2 
108	52 
109	55 
110	76 
111	53 
112	43 
113	5 
114	43 
115	6 
116	28 
117	91 
118	91 
119	73 
120	26 
121	17 
122	3 
123	40 
124	86 
125	87 
126	69 
127	86 
128	56 
129	91 
130	96 
131	89 
132	23 
133	16 
134	82 
135	48 
136	47 
137	17 
138	35 
139	17 
140	16 
141	24 
142	46 
143	88 
144	46 
145	39 
146	43 
147	7 
148	30 
149	42 
150	28 
151	69 
152	53 
153	9 
154	1 
155	88 
156	42 
157	10 
158	6 
159	58 
160	85 
161	96 
162	18 
163	15 
164	14 
165	93 
166	7 
167	74 
168	2 
169	91 
170	27 
171	1 
172	1 
173	1 
174	77 
175	85 
176	3 
177	72 
178	63 
179	1 
180	59 
181	30 
182	3 
183	66 
184	1 
185	63 
186	24 
187	76 
188	12 
189	85 
190	51 
191	61 
192	16 
193	16 
194	3 
195	53 
196	53 
197	3 
198	3 
199	13 
200	31 
201	5 
202	63 
203	16 
204	47 
205	72 
206	71 
207	22 
208	21 
209	21 
210	61 
211	79 
212	3 
213	16 
214	69 
215	88 
216	3 
217	58 
218	25 
219	21 
220	56 
221	72 
222	21 
223	18 
224	78 
225	1 
226	69 
227	23 
228	3 
229	43 
230	76 
231	46 
232	58 
233	17 
234	1 
235	1 
236	42 
237	55 
238	25 
239	21 
240	74 
241	34 
242	91 
243	39 
244	71 
245	76 
246	89 
247	60 
248	23 
249	56 
250	56 
251	85 
252	73 
253	18 
254	88 
255	1 
256	74 
257	5 
258	56 
259	88 
260	61 
261	83 
262	14 
263	17 
264	16 
265	57 
266	42 
267	21 
268	96 
269	42 
270	43 
271	1 
272	56 
273	14 
274	75 
275	24 
276	49 
277	70 
278	3 
279	42 
280	24 
281	21 
282	14 
283	74 
284	72 
285	1 
286	65 
287	6 
288	21 
289	3 
290	21 
291	18 
292	24 
293	94 
294	88 
295	75 
296	23 
297	51 
298	68 
299	16 
300	53 
301	37 
302	8 
303	58 
304	69 
305	3 
306	59 
307	80 
308	78 
309	69 
310	95 
311	11 
312	69 
313	73 
314	30 
315	18 
316	49 
317	45 
318	5 
319	33 
320	52 
321	91 
322	73 
323	22 
324	44 
325	24 
326	82 
327	24 
328	6 
329	88 
330	53 
331	46 
332	39 
333	48 
334	6 
335	88 
336	13 
337	42 
338	53 
339	56 
340	54 
341	76 
342	19 
343	75 
344	69 
345	87 
346	10 
347	25 
348	26 
349	32 
350	93 
351	24 
352	38 
353	14 
354	21 
355	38 
356	84 
357	8 
358	85 
359	80 
360	46 
361	24 
362	49 
363	93 
364	3 
365	14 
366	39 
367	49 
368	1 
369	14 
370	5 
371	63 
372	30 
373	22 
374	37 
375	56 
376	70 
377	24 
378	90 
379	69 
380	9 
381	42 
382	71 
383	58 
384	86 
385	18 
386	47 
387	19 
388	56 
389	64 
390	6 
391	5 
392	16 
393	46 
394	8 
395	6 
396	4 
397	57 
398	6 
399	74 
400	73 
401	74 
402	21 
403	2 
404	18 
405	55 
406	57 
407	1 
408	14 
409	80 
410	39 
411	58 
412	3 
413	37 
414	80 
415	10 
416	53 
417	6 
418	43 
419	30 
420	85 
421	8 
422	23 
423	72 
424	12 
425	75 
426	63 
427	23 
428	21 
429	13 
430	3 
431	60 
432	79 
433	74 
434	53 
435	28 
436	63 
437	39 
438	69 
439	69 
440	12 
441	9 
442	21 
443	42 
444	43 
445	91 
446	42 
447	70 
448	3 
449	83 
450	56 
451	74 
452	63 
453	17 
454	56 
455	3 
456	75 
457	58 
458	8 
459	16 
460	1 
461	53 
462	37 
463	6 
464	8 
465	19 
466	17 
467	61 
468	14 
469	45 
470	14 
471	73 
472	56 
473	21 
474	69 
475	3 
476	18 
477	72 
478	69 
479	24 
480	59 
481	85 
482	88 
483	21 
484	84 
485	6 
486	14 
487	14 
488	30 
489	25 
490	74 
491	21 
492	14 
493	30 
494	14 
495	48 
496	50 
497	58 
498	61 
499	23 
500	27 
501	20 
502	22 
503	75 
504	14 
505	17 
506	71 
507	76 
508	5 
509	72 
510	96 
511	89 
512	14 
513	91 
514	88 
515	21 
516	43 
517	36 
518	27 
519	63 
520	22 
521	4 
522	75 
523	30 
524	15 
525	55 
526	42 
527	69 
528	3 
529	69 
530	47 
531	48 
532	37 
533	1 
534	46 
535	36 
536	1 
537	3 
538	95 
539	17 
540	17 
541	14 
542	6 
543	77 
544	81 
545	75 
546	19 
547	46 
548	3 
549	74 
550	69 
551	87 
552	95 
553	30 
554	13 
555	38 
556	73 
557	89 
558	63 
559	21 
560	42 
561	76 
562	74 
563	13 
564	14 
565	55 
566	48 
567	89 
568	6 
569	91 
570	4 
571	62 
572	32 
573	70 
574	24 
575	33 
576	30 
577	46 
578	17 
579	88 
580	65 
581	53 
582	49 
583	83 
584	14 
585	88 
586	39 
587	5 
588	75 
589	3 
