1	4292
1	4313
1	4640
1	4677
1	4723
1	4800
2	1374
2	4308
2	4975
2	4988
2	4994
2	4997
3	4420
3	4574
3	4818
3	4842
3	4946
3	4951
4	4705
4	4973
4	4976
4	4984
4	4998
4	4999
5	3719
5	4858
5	4886
5	4928
5	4941
5	4944
6	2740
6	4456
6	4648
6	4800
6	4807
6	4876
7	1786
7	2308
7	2453
7	2670
7	2990
7	4925
8	2554
8	4799
8	4816
8	4918
8	4970
8	4995
9	2326
9	2684
9	4036
9	4457
9	4524
9	4804
10	4750
10	4757
10	4876
10	4897
10	4990
10	4995
11	1089
11	3769
11	4543
11	4830
11	4866
11	4913
12	136
12	386
12	530
12	955
12	1765
12	4987
13	4047
13	4124
13	4764
13	4814
13	4895
13	4903
14	1660
14	3403
14	3920
14	3933
14	3996
14	4087
15	1534
15	1714
15	1870
15	2170
15	2282
15	3756
16	89
16	324
16	1073
16	1113
16	1467
16	3504
17	3332
17	3390
17	3695
17	4515
17	4580
17	4921
18	2194
18	4901
18	4915
18	4925
18	4936
18	4943
19	1447
19	3734
19	3829
19	3896
19	3954
19	4487
20	4686
20	4957
20	4962
20	4968
20	4974
20	4980
21	2453
21	4969
21	4979
21	4988
21	4994
21	4997
22	4448
22	4750
22	4816
22	4949
22	4995
22	4996
23	3679
23	4662
23	4743
23	4772
23	4814
23	4895
24	839
24	4767
24	4925
24	4930
24	4936
24	4938
25	1870
25	4143
25	4868
25	4931
25	4986
25	4992
26	1056
26	4881
26	4901
26	4915
26	4938
26	4961
27	2752
27	4561
27	4579
27	4655
27	4745
27	4761
28	251
28	4238
28	4454
28	4771
28	4790
28	4935
29	3874
29	4038
29	4384
29	4541
29	4675
29	4820
30	247
30	771
30	1279
30	1367
30	1697
30	3387
31	2638
31	4515
31	4724
31	4773
31	4873
31	4879
32	3356
32	3407
32	4139
32	4393
32	4861
32	4910
33	3385
33	4027
33	4415
33	4688
33	4722
33	4761
34	2191
34	4530
34	4561
34	4579
34	4700
34	4745
35	901
35	3665
35	4427
35	4552
35	4847
35	4855
36	4391
36	4508
36	4515
36	4525
36	4580
36	4963
37	415
37	517
37	535
37	1150
37	1615
37	1770
38	1840
38	4824
38	4841
38	4845
38	4850
38	4913
39	4134
39	4590
39	4686
39	4885
39	4916
39	4972
40	858
40	2408
40	3193
40	3453
40	3608
40	3895
41	4883
41	4963
41	4967
41	4982
41	4990
41	5000
42	590
42	2991
42	3547
42	3705
42	3751
42	4168
43	4371
43	4556
43	4790
43	4863
43	4939
43	4947
44	4834
44	4836
44	4845
44	4920
44	4951
44	4958
45	455
45	1732
45	1847
45	3637
45	3788
45	4012
46	4547
46	4831
46	4896
46	4904
46	4932
46	4972
47	3800
47	4250
47	4479
47	4717
47	4758
47	4777
48	3458
48	4495
48	4601
48	4772
48	4884
48	4903
49	4059
49	4128
49	4554
49	4763
49	4779
49	4997
50	4771
50	4783
50	4922
50	4935
50	4939
50	4947
51	557
51	4414
51	4854
51	4990
51	4995
51	4996
52	3224
52	4673
52	4689
52	4724
52	4873
52	4879
53	2611
53	2801
53	2850
53	3240
53	3285
53	3344
54	2000
54	3042
54	4004
54	4192
54	4544
54	4605
55	3516
55	4956
55	4969
55	4979
55	4988
55	4997
56	2205
56	2332
56	2443
56	2973
56	3490
56	3537
57	3372
57	4743
57	4764
57	4811
57	4814
57	4895
58	3204
58	4906
58	4965
58	4987
58	4989
58	4991
59	654
59	4798
59	4926
59	4946
59	4951
59	4958
60	1647
60	1753
60	2636
60	2664
60	3007
60	3914
61	597
61	4890
61	4931
61	4933
61	4955
61	4971
62	2476
62	2693
62	3084
62	3909
62	4040
62	4785
63	3107
63	4782
63	4924
63	4927
63	4948
63	4950
64	1074
64	2382
64	4287
64	4826
64	4839
64	4972
65	165
65	363
65	600
65	1031
65	1449
65	4155
66	2132
66	3441
66	3981
66	4081
66	4196
66	4513
67	4551
67	4568
67	4648
67	4677
67	4723
67	4800
68	706
68	4205
68	4521
68	4611
68	4645
68	4735
69	2567
69	3832
69	3959
69	4238
69	4289
69	4293
70	310
70	538
70	960
70	1018
70	1243
70	4813
71	4274
71	4504
71	4776
71	4869
71	4874
71	4875
72	4272
72	4596
72	4831
72	4894
72	4896
72	4932
73	4425
73	4456
73	4586
73	4723
73	4800
73	4807
74	3928
74	4030
74	4257
74	4535
74	4681
74	4794
75	1501
75	1880
75	1932
75	3663
75	4046
75	4446
76	4022
76	4226
76	4521
76	4614
76	4735
76	4899
77	2580
77	2930
77	3402
77	3663
77	3671
77	4446
78	975
78	2311
78	3134
78	3596
78	3659
78	3781
79	4092
79	4977
79	4981
79	4984
79	4993
79	4999
80	4653
80	4727
80	4755
80	4894
80	4896
80	4932
81	3630
81	4070
81	4127
81	4512
81	4546
81	4868
82	107
82	1647
82	2664
82	3007
82	3360
82	4909
83	139
83	3639
83	4409
83	4841
83	4845
83	4866
84	824
84	4976
84	4977
84	4993
84	4998
84	4999
85	1339
85	4842
85	4920
85	4926
85	4951
85	4958
86	936
86	4844
86	4863
86	4922
86	4939
86	4947
87	1506
87	2618
87	2660
87	2728
87	4565
87	4908
88	3363
88	4906
88	4917
88	4966
88	4985
88	4991
89	16
89	324
89	729
89	1073
89	1113
89	1467
90	1978
90	4953
90	4977
90	4993
90	4998
90	4999
91	331
91	1012
91	1397
91	1416
91	3467
91	4692
92	3739
92	4174
92	4469
92	4831
92	4904
92	4932
93	3337
93	4863
93	4884
93	4935
93	4939
93	4947
94	2404
94	4868
94	4933
94	4934
94	4983
94	4986
95	4732
95	4848
95	4860
95	4869
95	4874
95	4875
96	1879
96	3342
96	3605
96	3868
96	3954
96	4910
97	4253
97	4727
97	4812
97	4894
97	4904
97	4932
98	4653
98	4831
98	4868
98	4894
98	4904
98	4932
99	658
99	682
99	2252
99	2293
99	2688
99	3257
100	3213
100	4673
100	4773
100	4795
100	4873
100	4879
101	3735
101	4506
101	4508
101	4515
101	4525
101	4580
102	2414
102	3218
102	3491
102	3516
102	3589
102	4979
103	4568
103	4660
103	4722
103	4745
103	4761
103	4994
104	117
104	1963
104	1987
104	2512
104	2581
104	2808
105	2472
105	3998
105	4822
105	4949
105	4990
105	4996
106	2738
106	3294
106	3433
106	4432
106	4433
106	4491
107	82
107	143
107	981
107	2636
107	2664
107	3007
108	601
108	1334
108	2618
108	2660
108	2728
108	4962
109	4185
109	4338
109	4445
109	4518
109	4569
109	4874
110	4617
110	4743
110	4772
110	4851
110	4895
110	4903
111	2103
111	3787
111	4002
111	4251
111	4847
111	4855
112	4717
112	4766
112	4839
112	4859
112	4957
112	4972
113	2261
113	3970
113	4193
113	4675
113	4726
113	4820
114	1646
114	3500
114	4839
114	4864
114	4885
114	4972
115	243
115	1232
115	4596
115	4831
115	4894
115	4932
116	1600
116	3042
116	3363
116	4171
116	4435
116	4457
117	104
117	4512
117	4618
117	4703
117	4866
117	4913
118	2416
118	4622
118	4703
118	4845
118	4850
118	4991
119	736
119	3825
119	3912
119	4650
119	4758
119	4777
120	806
120	2230
120	3453
120	3871
120	3904
120	4989
121	4004
121	4284
